Institution,Program,Degree Type,Country,Decision,Notification Date,Notification Method,Undergrad GPA,GRE General,GRE Verbal,Analytical Writing,Notes,Details URL
Harvard University,Clinical Psychology,PhD,International,Rejected,on 04/03/2024,Other,0.0,0,0,0.0,Status update posted in portal with generic rejection letter (no email notification received),https://www.thegradcafe.com/result/928278
Harvard University,Computational Biology,PhD,American,Interview,on 23/12/2024,E-mail,3.7,0,0,0.0,BIG,https://www.thegradcafe.com/result/940747
Harvard University,Computer Science,PhD,American,Interview,on 25/12/2024,E-mail,4.0,0,0,0.0,"Small private university, several publications and research positions",https://www.thegradcafe.com/result/940932
Harvard University,Computer Science,PhD,American,Accepted,on 12/03/2024,E-mail,1.0,0,0,0.0,,https://www.thegradcafe.com/result/931517
Harvard University,Computer Science,PhD,American,Accepted,on 29/02/2024,E-mail,0.0,0,0,0.0,Murat gilin damindan atlayamadim. Dokuldu  liralarim toplayamadim,https://www.thegradcafe.com/result/926789
Harvard University,DDes,PhD,International,Rejected,on 07/03/2024,E-mail,3.8,0,0,0.0,Rejected from Doctor of Design program from Harvard gsd. Have plenty of work experience.. might try another shot next year,https://www.thegradcafe.com/result/930056
Harvard University,Department Of Earth And Planetary Sciences,PhD,International,Accepted,on 09/04/2024,E-mail,0.0,0,0,0.0,Another zoom chat with POI at 4th April. They had a meeting on Monday. POI reached out to me and they are able to extend an offer to me!,https://www.thegradcafe.com/result/936664
Harvard University,Doctor Of Design (DDes),PhD,International,Rejected,on 06/03/2024,Website,3.98,0,0,0.0,Very very competitive program with around 3% acceptance rate. Did not even expect,https://www.thegradcafe.com/result/929016
Harvard University,East Asian Languages And Civilizations,PhD,International,Rejected,on 26/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925044
Harvard University,Economics,PhD,American,Interview,on 15/04/2024,E-mail,0.0,0,0,0.0,"IGNORE STATUS & SCHOOL (lol).
Just wanted to say that seeing all of these WL conversions makes me super happy! Congratulations to everyone!!",https://www.thegradcafe.com/result/937303
Harvard University,Economics,PhD,American,Accepted,on 01/04/2024,Other,2.0,130,130,2.0,Unexpected call from Ed Glaeser this morning explaining that the previously received rejection notice was sent by mistake. Started saying how the department really hoped I would forgive them and still consider attending before shouting APRIL FOOLS!,https://www.thegradcafe.com/result/935529
Harvard University,Education,PhD,American,Interview,on 16/12/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/939532
Harvard University,English,PhD,International,Accepted,on 14/04/2024,E-mail,0.0,0,0,0.0,Also off the waitlist LOL (finally!!),https://www.thegradcafe.com/result/937210
Harvard University,English,PhD,International,Accepted,on 12/04/2024,E-mail,0.0,0,0,0.0,Off the waitlist.,https://www.thegradcafe.com/result/937155
Harvard University,English,PhD,International,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/930227
Harvard University,English,PhD,International,Rejected,on 08/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/930193
Harvard University,English,PhD,International,Rejected,on 07/03/2024,E-mail,4.0,0,0,0.0,Was expecting this as they seem to have interviewed people this year and I was not. I'm not too disappointed as I was waitlisted at my top choice program and admitted into a very good program. Grateful and happy :)),https://www.thegradcafe.com/result/930124
Harvard University,English,PhD,International,Rejected,on 08/03/2024,E-mail,0.0,0,0,0.0,7r/1w/2p,https://www.thegradcafe.com/result/930075
Harvard University,English,PhD,American,Rejected,on 07/03/2024,E-mail,3.9,0,0,0.0,the back 2 back goes crazy,https://www.thegradcafe.com/result/930003
Harvard University,English,PhD,American,Rejected,on 07/03/2024,Website,0.0,0,0,0.0,,https://www.thegradcafe.com/result/929956
Harvard University,English,PhD,American,Rejected,on 07/03/2024,Website,3.89,0,0,0.0,6r/1p (prob silent reject + 1 masters referral i will reject bc of money :( cuguys next yr or not,https://www.thegradcafe.com/result/929913
Harvard University,English,PhD,American,Rejected,on 07/03/2024,E-mail,4.0,0,0,0.0,THERE SHE IS,https://www.thegradcafe.com/result/929904
Harvard University,English,PhD,International,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,Email to check portal.,https://www.thegradcafe.com/result/929903
Harvard University,English,PhD,American,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,lol slay,https://www.thegradcafe.com/result/929902
Harvard University,English,PhD,International,Wait listed,on 04/03/2024,E-mail,0.0,0,0,0.0,"Oops, waitlisted after interview :) Not sure how I should feel about this, not very optimistic tho. But I guess the good news is that I have other places to go at this point. Best of luck to everyone!",https://www.thegradcafe.com/result/928312
Harvard University,English,PhD,International,Accepted,on 29/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/926993
Harvard University,Epidemiology,PhD,American,Rejected,on 01/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/927364
Harvard University,Film And Visual Studies,PhD,International,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/929950
Harvard University,Film And Visual Studies,PhD,American,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/929949
Harvard University,Film And Visual Studies,PhD,International,Accepted,on 29/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/927620
Harvard University,Government,PhD,American,Rejected,on 26/02/2024,E-mail,4.0,164,169,6.0,"email to check portal. multiple close connections to the department, but my project was a bit of a stretch. fit matters!",https://www.thegradcafe.com/result/925136
Harvard University,Government,PhD,International,Rejected,on 26/02/2024,E-mail,3.91,0,0,0.0,"Email to check portal. Not unexpected but... very strong letter of rec, strong GPA and research experience with multiple think tanks, strong undergrad thesis. Not sure what decisions are based on at this point.",https://www.thegradcafe.com/result/925072
Harvard University,Government Political Science,PhD,International,Rejected,on 26/02/2024,E-mail,0.0,0,0,0.0,email to check portal,https://www.thegradcafe.com/result/925102
Harvard University,Government Political Science,PhD,American,Rejected,on 26/02/2024,E-mail,4.0,0,0,0.0,"GPA is grad. Political Science Subfield. Ah well, good luck to those who got in!",https://www.thegradcafe.com/result/925059
Harvard University,Health Policy,PhD,American,Wait listed,on 27/02/2024,E-mail,0.0,0,0,0.0,ITS. Anyone hear back after the interviews?,https://www.thegradcafe.com/result/925537
Harvard University,Health Policy (Decision Sciences),PhD,International,Rejected,on 28/02/2024,E-mail,0.0,0,0,0.0,1a/3r/1p no interview,https://www.thegradcafe.com/result/926561
Harvard University,Health Policy (Decision Sciences),PhD,American,Rejected,on 29/02/2024,E-mail,3.84,329,0,0.0,No interview. Email to check portal. 1a/1w/2r/1p,https://www.thegradcafe.com/result/926525
Harvard University,Health Policy (Health Economics Track),PhD,International,Rejected,on 28/02/2024,Postal Service,0.0,0,0,0.0,,https://www.thegradcafe.com/result/926442
Harvard University,History And Middle Eastern Studies,PhD,International,Rejected,on 26/02/2024,E-mail,0.0,0,0,0.0,Bele vaziyetin....,https://www.thegradcafe.com/result/925076
Harvard University,History And Middle Eastern Studies,PhD,International,Rejected,on 26/02/2024,E-mail,0.0,0,0,0.0,Sucks but honestly not too phased - was kinda kidding myself when I saw others get acceptances. Congrats all!,https://www.thegradcafe.com/result/925056
Harvard University,Human Evolutionary Biology,PhD,American,Rejected,on 04/03/2024,E-mail,3.8,0,0,0.0,,https://www.thegradcafe.com/result/928294
Harvard University,Immunology,PhD,American,Interview,on 19/12/2024,E-mail,3.99,0,0,0.0,,https://www.thegradcafe.com/result/940124
Harvard University,Immunology,PhD,American,Interview,on 19/12/2024,E-mail,3.96,0,0,0.0,,https://www.thegradcafe.com/result/940044
Harvard University,"Immunology (Haiyrlisi, At Least I Applied To Harvard :))",PhD,International,Rejected,on 05/03/2024,E-mail,3.8,0,0,0.0,,https://www.thegradcafe.com/result/928511
Harvard University,Linguistics,PhD,International,Rejected,on 26/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925259
Harvard University,Linguistics,PhD,American,Rejected,on 26/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925058
Harvard University,Linguistics,PhD,International,Rejected,on 26/02/2024,E-mail,3.81,0,0,0.0,Expected this long time ago since I never got an interview.,https://www.thegradcafe.com/result/925052
Harvard University,Microbiology,PhD,American,Interview,on 19/12/2024,E-mail,0.0,0,0,0.0,BBS,https://www.thegradcafe.com/result/940197
Harvard University,Molecular Biology,PhD,American,Interview,on 18/12/2024,E-mail,3.9,0,0,0.0,MCO program,https://www.thegradcafe.com/result/939960
Harvard University,Molecular Biology,PhD,International,Rejected,on 18/12/2024,E-mail,0.0,0,0,0.0,cold rejection,https://www.thegradcafe.com/result/939855
Harvard University,Molecular Biology,PhD,International,Rejected,on 18/12/2024,E-mail,3.76,0,0,0.0,MCO PhD program,https://www.thegradcafe.com/result/939850
Harvard University,Molecular Biology,PhD,American,Interview,on 18/12/2024,E-mail,3.93,0,0,0.0,"Harvard’s MCO program.

4 years of research experience, 4 pubs including a first author review, 1 first author preprint, letters of rec from ONLY PIs and research collaborators.",https://www.thegradcafe.com/result/939819
Harvard University,Molecular Biology,PhD,International,Rejected,on 18/12/2024,E-mail,4.0,0,0,0.0,MCB,https://www.thegradcafe.com/result/939815
Harvard University,Molecular Biology,PhD,International,Rejected,on 18/12/2024,E-mail,3.86,0,0,0.0,,https://www.thegradcafe.com/result/939811
Harvard University,Molecular Biology,PhD,American,Interview,on 18/12/2024,E-mail,3.6,0,0,0.0,"From Molecules, Cells, and Organisms, Ph.D. program (separate from BBS) - received email at 2:30 EST for in-person recruitment during the last weekend in Jan",https://www.thegradcafe.com/result/939806
Harvard University,Molecular Biology,PhD,American,Interview,on 18/12/2024,E-mail,4.0,0,0,0.0,MCO program,https://www.thegradcafe.com/result/939804
Harvard University,Molecular Biology,PhD,International,Rejected,on 18/12/2024,E-mail,3.97,0,0,0.0,"MCO, MCB program",https://www.thegradcafe.com/result/939800
Harvard University,Molecular Biology,PhD,American,Rejected,on 18/12/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/939796
Harvard University,Molecular Biosciences,PhD,International,Rejected,on 18/12/2024,E-mail,3.82,0,0,0.0,,https://www.thegradcafe.com/result/939799
Harvard University,Musicology,PhD,American,Rejected,on 13/02/2024,E-mail,4.0,0,0,0.0,,https://www.thegradcafe.com/result/925913
Harvard University,NELC (Near Eastern Languages And Civilizations),PhD,International,Wait listed,on 27/02/2024,Website,0.0,0,0,0.0,Ignore the status. Has anyone been updated?,https://www.thegradcafe.com/result/925560
Harvard University,Near Eastern Languages And Cultures (NELC),PhD,American,Accepted,on 29/02/2024,Postal Service,0.0,0,0,0.0,,https://www.thegradcafe.com/result/926939
Harvard University,Near Eastern Languages And Cultures (NELC),PhD,American,Rejected,on 28/02/2024,E-mail,0.0,0,0,0.0,"Not surprised, was not a great fit. Just for anyone who was wanting to know.",https://www.thegradcafe.com/result/926280
Harvard University,Neuroscience,PhD,American,Interview,on 17/12/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/939635
Harvard University,Neuroscience,PhD,American,Interview,on 17/12/2024,E-mail,3.93,0,0,0.0,,https://www.thegradcafe.com/result/939610
Harvard University,Neuroscience,PhD,American,Interview,on 16/12/2024,E-mail,0.0,0,0,0.0,Received an email this afternoon for an interview invite.,https://www.thegradcafe.com/result/939475
Harvard University,Neuroscience,PhD,American,Interview,on 16/12/2024,E-mail,4.0,0,0,0.0,,https://www.thegradcafe.com/result/939465
Harvard University,Neuroscience,PhD,International,Rejected,on 04/03/2024,Website,0.0,0,0,0.0,shaking in my boots,https://www.thegradcafe.com/result/928300
Harvard University,OEB,PhD,International,Rejected,on 28/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/926448
Harvard University,Philosophy,PhD,International,Rejected,on 08/03/2024,E-mail,0.0,0,0,0.0,Got an email to check the application portal and there it was.,https://www.thegradcafe.com/result/930228
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,E-mail,3.97,0,0,0.0,GPA is grad. 4a/1w/10/5p,https://www.thegradcafe.com/result/930022
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,Website,0.0,0,0,0.0,,https://www.thegradcafe.com/result/929962
Harvard University,Philosophy,PhD,International,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,this one surprised me.,https://www.thegradcafe.com/result/929957
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,E-mail,3.9,0,0,0.0,,https://www.thegradcafe.com/result/929954
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,E-mail,3.8,0,0,0.0,,https://www.thegradcafe.com/result/929939
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,E-mail,3.75,159,170,5.0,,https://www.thegradcafe.com/result/929938
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,Other,0.0,0,0,0.0,no email - just checked the portal :'(,https://www.thegradcafe.com/result/929937
Harvard University,Philosophy,PhD,International,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,0a/0w/7r/2p,https://www.thegradcafe.com/result/929928
Harvard University,Philosophy,PhD,International,Rejected,on 07/03/2024,E-mail,4.0,0,0,0.0,â€œ[â€¦] unable to take favorable action on your application [â€¦]â€ but what if the favorable action was to reject me? you were unable to reject me? HA! Gotcha Harvard. Nerds.,https://www.thegradcafe.com/result/929926
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,E-mail,3.97,0,0,0.0,"email to check portal. I thought it was a great fit, but it's Harvard. Oh well, their loss!",https://www.thegradcafe.com/result/929919
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,Email to check portal,https://www.thegradcafe.com/result/929917
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,Website,4.0,0,0,0.0,"Poor fit, overrated department.",https://www.thegradcafe.com/result/929910
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,What!? Harvard rejected me!?!? I thought I'd get into AT LEAST Harvard. Was informed via the cursed email to check portal.,https://www.thegradcafe.com/result/929908
Harvard University,Philosophy,PhD,American,Rejected,on 07/03/2024,E-mail,3.81,0,0,0.0,Email to check portal. 1a/0w/9r/2p,https://www.thegradcafe.com/result/929905
Harvard University,Philosophy,PhD,American,Accepted,on 01/03/2024,E-mail,4.0,166,167,6.0,Notified by e-mail.,https://www.thegradcafe.com/result/927245
Harvard University,Philosophy,PhD,American,Accepted,on 29/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/927174
Harvard University,Philosophy,PhD,International,Accepted,on 29/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/926977
Harvard University,Philosophy,PhD,American,Wait listed,on 29/02/2024,E-mail,4.0,0,0,0.0,5a/4w/3r/4p,https://www.thegradcafe.com/result/926965
Harvard University,Physics,PhD,American,Interview,on 21/12/2024,E-mail,0.0,0,0,0.0,Ignore status. Any updates??,https://www.thegradcafe.com/result/940548
Harvard University,Physics,PhD,American,Interview,on 20/12/2024,E-mail,0.0,0,0,0.0,Ignore status. Has anyone talked to any PIs; any astrophysicist?,https://www.thegradcafe.com/result/940547
Harvard University,Physics,PhD,International,Interview,on 20/12/2024,E-mail,0.0,0,0,0.0,Ignore status. Has anyone talked to any PIs; any theoretical astrophysicist?,https://www.thegradcafe.com/result/940522
Harvard University,Political Science,PhD,International,Rejected,on 26/02/2024,E-mail,3.97,167,165,5.0,Email to check the portal. Congrats to those who got admitted. 4a/1wl/10r.,https://www.thegradcafe.com/result/925311
Harvard University,Political Science,PhD,International,Rejected,on 26/02/2024,E-mail,3.86,159,168,5.5,Sad but not entirely surprising given my GRE,https://www.thegradcafe.com/result/925229
Harvard University,Political Science,PhD,International,Rejected,on 26/02/2024,E-mail,3.89,170,165,4.5,"Not unexpected, but ... 0.5a/0w/13.5r/1p. That's when you're trying to go straight to phd with BAs in Poli Sci & Econ from top 10 U.S. university.",https://www.thegradcafe.com/result/925109
Harvard University,Political Science,PhD,International,Rejected,on 26/02/2024,E-mail,3.91,0,0,0.0,"Email to check portal. Not unexpected but... very strong letter of rec, strong GPA and research experience with multiple think tanks, strong undergrad thesis. Not sure what decisions are based on at this point. Congratulations to those who got accepted",https://www.thegradcafe.com/result/925074
Harvard University,Political Science,PhD,International,Rejected,on 26/02/2024,Website,0.0,0,0,0.0,email to check portal,https://www.thegradcafe.com/result/925064
Harvard University,Political Science,PhD,American,Rejected,on 26/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925063
Harvard University,Political Science,PhD,International,Rejected,on 26/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925045
Harvard University,Population Health Sciences,PhD,American,Wait listed,on 14/02/2024,E-mail,0.0,0,0,0.0,"Waitlisted for Environmental Health. This is my top choice, hoping for the best.",https://www.thegradcafe.com/result/928806
Harvard University,Psychology,PhD,International,Interview,on 21/12/2024,Other,0.0,0,0,0.0,Ignore status please! Has anybody heard anything from Harvard Psychology for interviews? I applied to CBB but I’m not sure when I should expect to hear back from them,https://www.thegradcafe.com/result/940627
Harvard University,Psychology,PhD,American,Accepted,on 01/03/2024,Website,3.6,0,0,0.0,,https://www.thegradcafe.com/result/928959
Harvard University,Psychology,PhD,International,Rejected,on 04/03/2024,E-mail,4.0,0,0,0.0,Rejected after formal interviews,https://www.thegradcafe.com/result/928368
Harvard University,Psychology,PhD,American,Rejected,on 04/03/2024,Website,3.94,0,0,0.0,,https://www.thegradcafe.com/result/928309
Harvard University,Quantum Science & Engineering,PhD,American,Rejected,on 28/02/2024,E-mail,4.0,0,0,0.0,Interview was insanely intense and did not vibe with the POI. Dodged a bullet,https://www.thegradcafe.com/result/926281
Harvard University,Quantum Science And Engineering,PhD,International,Rejected,on 28/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/926391
Harvard University,Quantum Science And Engineering,PhD,International,Rejected,on 28/02/2024,E-mail,3.7,0,0,0.0,Email to check portal.,https://www.thegradcafe.com/result/926273
Harvard University,Quantum Science And Engineering (QSE),PhD,American,Rejected,on 28/02/2024,E-mail,0.0,0,0,0.0,Accepted to some other QSE programs. Lottery.,https://www.thegradcafe.com/result/926298
Harvard University,Religion,PhD,American,Rejected,on 27/02/2024,Website,3.97,0,0,0.0,"Honestly, I didn't stand a chance what with my socio-economic background, disadvantages, I didn't go to the best schools, etc. Well, it was nice to dream for a bit. Maybe one day my kid will get in and finally break our generational curse of poverty.",https://www.thegradcafe.com/result/925788
Harvard University,Religion,PhD,International,Rejected,on 27/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925762
Harvard University,Religion,PhD,American,Rejected,on 27/02/2024,Website,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925715
Harvard University,Religion,PhD,American,Rejected,on 27/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925705
Harvard University,Religion,PhD,American,Accepted,on 26/02/2024,Website,3.91,0,0,0.0,decision in the portal!,https://www.thegradcafe.com/result/925502
Harvard University,SSQB,PhD,American,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,Harvard: I warn you I will break your heart. Me: Already broken.,https://www.thegradcafe.com/result/929916
Harvard University,Social Psychology,PhD,American,Rejected,on 04/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/928292
Harvard University,Sociology And Social Policy,PhD,American,Accepted,on 11/04/2024,E-mail,3.97,0,166,99.99,Accepted off the waitlist! So happy,https://www.thegradcafe.com/result/936874
Harvard University,Speech Language Pathology,PhD,International,Interview,on 18/12/2024,E-mail,0.0,0,0,0.0,Speech And Hearing Bioscience And Technology (SHBT),https://www.thegradcafe.com/result/939929
Harvard University,Speech Language Pathology,PhD,American,Interview,on 18/12/2024,E-mail,3.8,0,0,0.0,"This is for SHBT but it wouldn’t let me put it! current undergraduate senior in CSD and psychology. 3 years research experience, working on two publications, 3 poster presentations and 1 oral presentation, met with faculty prior to application.",https://www.thegradcafe.com/result/939899
Harvard University,Statistics,PhD,American,Rejected,on 21/02/2024,E-mail,3.9,0,0,0.0,Email to check portal for updated status. Generic rejection email.,https://www.thegradcafe.com/result/930344
Harvard University,Theology,PhD,American,Rejected,on 27/02/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/925713
INSEAD,Technology And Operations Management,PhD,International,Rejected,on 02/04/2024,E-mail,0.0,0,0,0.0,"Another rejection, no surprise, painful but reflexive... Good luck to everyone!",https://www.thegradcafe.com/result/935672
Illinois Institute of Technology,Computer Science,PhD,International,Rejected,on 18/03/2024,E-mail,3.61,0,0,0.0,,https://www.thegradcafe.com/result/933232
Illinois Urbana Champaign,French,PhD,International,Accepted,on 01/02/2024,Other,0.0,0,0,0.0,Acceptance announced during the interview they asked for. Official letter should be sent in few days.,https://www.thegradcafe.com/result/911696
"Illinois, Urbana Champaign",Communication,PhD,International,Rejected,on 09/02/2024,E-mail,4.0,0,0,0.0,,https://www.thegradcafe.com/result/917790
"Illinois, Urbana Champaign",Communication,PhD,International,Accepted,on 09/02/2024,E-mail,4.0,0,0,0.0,,https://www.thegradcafe.com/result/917789
Imperial College London,Chemical Engineering,PhD,International,Interview,on 24/11/2023,E-mail,0.0,0,0,0.0,Anyone else applying to the same program?,https://www.thegradcafe.com/result/904123
Imperial College London,Computer Science,PhD,International,Interview,on 15/01/2024,E-mail,0.0,0,0,0.0,"1 publication, undergrad from top public uni from the states, master from a lesser known uni abroad.",https://www.thegradcafe.com/result/905576
Imperial College London,Electrical Engineering,PhD,International,Interview,on 29/12/2023,E-mail,3.9,0,0,0.0,,https://www.thegradcafe.com/result/903393
Imperial College London,Finance,PhD,International,Rejected,on 19/03/2024,E-mail,0.0,0,0,0.0,Morning rejections are the worst.,https://www.thegradcafe.com/result/933299
Imperial College London,Finance,PhD,International,Interview,on 31/01/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/910595
Imperial College London,Finance,PhD,International,Interview,on 30/01/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/910093
Imperial College London,Finance,PhD,International,Interview,on 30/01/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/910078
Imperial College London,MRC LMS,PhD,International,Accepted,on 17/05/2024,E-mail,4.0,0,0,0.0,,https://www.thegradcafe.com/result/938347
Imperial College London,Mathematics,PhD,International,Accepted,on 29/11/2023,E-mail,0.0,0,0,0.0,"Received an unofficial offer from potential advisor 1.5 months ago after an interview, can some one tell me when can I receive the official offer...",https://www.thegradcafe.com/result/905022
Imperial College London,Mathematics,PhD,International,Interview,on 12/01/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/905004
Institute Of Oppressed Minds,Philosophy,PhD,American,Accepted,on 16/05/2024,E-mail,4.0,0,0,0.0,Got punished by the dept head for sending fine's highlighted texts. must have caused a brain aneurysm.,https://www.thegradcafe.com/result/938316
Institute of World Politics,World War III,PhD,American,Accepted,on 31/05/2024,POST,0.0,0,0,0.0,Not too far out in the future when bullets are exchanged for computer virus. The world will then see how much power you really have. Cant use malware in a real fight.,https://www.thegradcafe.com/result/938444
Institute of World Politics,World War III,PhD,American,Accepted,on 31/05/2024,POST,0.0,0,900,0.0,Dark and depressing times.,https://www.thegradcafe.com/result/938443
Iowa State U,Applied Linguistics & Technology,PhD,International,Accepted,on 02/04/2024,E-mail,0.0,0,0,0.0,Was waitlisted before.,https://www.thegradcafe.com/result/936744
Isfahan University Of Technology,Civil Engineering,PhD,International,Rejected,on 05/04/2024,E-mail,3.49,0,0,0.0,"IELTS 7, no publication.",https://www.thegradcafe.com/result/936227
Johns Hopkins University,3.84,PhD,American,Rejected,on 20/03/2024,E-mail,3.84,0,0,0.0,Email to check portal.,https://www.thegradcafe.com/result/933801
Johns Hopkins University,Anthropology,PhD,International,Rejected,on 20/02/2024,E-mail,3.92,0,0,0.0,,https://www.thegradcafe.com/result/932006
Johns Hopkins University,Anthropology,PhD,American,Rejected,on 13/02/2024,E-mail,0.0,0,0,0.0,email to check portal,https://www.thegradcafe.com/result/923067
Johns Hopkins University,Applied Mathematics,PhD,International,Rejected,on 12/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/931393
Johns Hopkins University,Applied Mathematics,PhD,American,Rejected,on 12/03/2024,E-mail,3.97,0,0,0.0,Expected; interests and research exp in biomath but limited resources for such here,https://www.thegradcafe.com/result/931337
Johns Hopkins University,Applied Mathematics,PhD,International,Rejected,on 12/03/2024,E-mail,3.95,0,0,0.0,,https://www.thegradcafe.com/result/931324
Johns Hopkins University,Applied Mathematics And Statistics,PhD,International,Rejected,on 12/03/2024,Website,0.0,0,0,0.0,Email to check the portal. Any chance for Stats Ph.D.?,https://www.thegradcafe.com/result/931347
Johns Hopkins University,Applied Mathematics And Statistics,PhD,International,Accepted,on 12/03/2024,Website,0.0,0,0,0.0,,https://www.thegradcafe.com/result/931318
Johns Hopkins University,Astronomy,PhD,International,Wait listed,on 22/03/2024,E-mail,0.0,0,0,0.0,"was told I'm waitlisted when I emailed asking for an update. Also told ""Please be aware that it is very unlikely that we will use the waitlist this year""",https://www.thegradcafe.com/result/934165
Johns Hopkins University,Astronomy,PhD,American,Rejected,on 20/03/2024,E-mail,0.0,0,0,0.0,"coincidentally (i think) i emailed admissions asking for an update on my application status. they didn't reply directly to my email, i just got the generic ""there has been an update to your application status"" email.",https://www.thegradcafe.com/result/933933
Johns Hopkins University,Astronomy,PhD,International,Rejected,on 20/03/2024,E-mail,3.6,0,0,0.0,"Contacted two PIs beforehand, generic rejection update on the portal.",https://www.thegradcafe.com/result/933847
Johns Hopkins University,Astronomy,PhD,International,Rejected,on 20/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/933691
Johns Hopkins University,Biochemistry,PhD,American,Interview,on 20/12/2024,E-mail,4.0,0,0,0.0,Somewhat personalized email from one of the directors of admissions.,https://www.thegradcafe.com/result/940438
Johns Hopkins University,Biochemistry,PhD,American,Interview,on 20/12/2024,E-mail,3.84,328,0,5.0,"BCMB program, interview jan 10",https://www.thegradcafe.com/result/940420
Johns Hopkins University,Biochemistry,PhD,American,Rejected,on 07/03/2024,E-mail,0.0,0,0,0.0,,https://www.thegradcafe.com/result/929960
Johns Hopkins University,Biology,PhD,International,Rejected,on 19/12/2024,E-mail,3.91,0,0,0.0,CMDB - Emailed Dr. Trcek and got to know that all interview invites were out.,https://www.thegradcafe.com/result/940130
Johns Hopkins University,Biology,PhD,American,Interview,on 09/12/2024,E-mail,3.79,0,0,0.0,CMDB - Got the email around 4:20pm EST,https://www.thegradcafe.com/result/939162
Johns Hopkins University,Biomedical Engineering,PhD,American,Interview,on 24/12/2024,E-mail,0.0,0,0,0.0,Email from PI I mentioned in the statement,https://www.thegradcafe.com/result/940968
Johns Hopkins University,Biomedical Sciences,PhD,International,Interview,on 20/12/2024,E-mail,3.88,0,0,0.0,"Cross Disciplinary Graduate Program in Biomedical Sciences  (XDBio), in-person interview at JHU and Jenelia, reimbursement of travel expenses provided",https://www.thegradcafe.com/result/940460
Johns Hopkins University,Biomedical Sciences,PhD,American,Interview,on 14/12/2024,E-mail,3.72,0,0,0.0,"2 years undergrad research, 2 REUs, 6 months post-grad research associate, 2 high-impact second author pubs, 1 first author pub in prep, 1 provisional patent, awards and scholarships",https://www.thegradcafe.com/result/939378
Johns Hopkins University,Biophysics,PhD,American,Interview,on 23/12/2024,Phone,3.6,0,0,0.0,"Interview invite for the Program in Molecular Biophysics (PMB) - phone call invite from the dean with email to follow, recruitment weekend in Feb",https://www.thegradcafe.com/result/940794
Johns Hopkins University,Biophysics,PhD,American,Accepted,on 12/03/2024,E-mail,0.0,0,0,0.0,"Was ""at the top of the waitlist""",https://www.thegradcafe.com/result/932226
